,video_id,root_dir,narration_id,narration,narration_timestamp,start_frame,end_frame,verb_class,noun_class
11423,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_166,pick up pepper,00:12:33.211,37561,37796,0,37
11424,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_167,take lid off pepper,00:12:35.915,37696,37835,12,6
11425,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_168,pour pepper into pan,00:12:36.684,37735,37996,9,37
11426,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_169,pick up lid,00:12:39.914,37896,38010,0,6
11427,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_170,put lid on pepper,00:12:40.189,37910,38184,1,6
11428,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_171,put pepper in cupboard,00:12:43.671,38084,38221,5,37
11429,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_172,close cupboard,00:12:44.417,38121,38271,4,3
11430,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_173,stir pan,00:12:45.415,38171,39322,10,5
11431,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_174,open cupboard,00:13:06.421,39222,39434,3,3
11432,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_175,pick up chopped tomatoes,00:13:08.675,39334,39572,0,43
11433,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_176,pick up chopped tomatoes,00:13:11.436,39472,39797,0,43
11434,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_177,close cupboard,00:13:15.923,39697,40022,4,3
11435,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_178,open cupboard,00:13:20.427,39922,40159,3,3
11436,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_179,pick up colander,00:13:23.169,40059,40346,0,39
11437,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_180,shake can,00:13:26.916,40246,40434,15,61
11438,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_181,open can,00:13:28.678,40334,40796,3,61
11439,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_182,pour tomatoes into pan,00:13:35.916,40696,41209,9,43
11440,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_183,stir pan,00:13:44.168,41109,41897,10,5
11441,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_184,pick up can,00:13:57.923,41797,41922,0,61
11442,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_185,shake can,00:13:58.435,41822,41997,15,61
11443,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_186,open can,00:13:59.920,41897,42284,3,61
11444,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_187,pour chopped tomatoes into pan,00:14:05.668,42184,42572,9,43
11445,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_188,put down can,00:14:11.421,42472,42636,1,61
11446,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_189,stir pan,00:14:12.700,42536,43059,10,5
11447,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_190,pick up can,00:14:21.171,42959,43222,0,61
11448,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_191,open drawer,00:14:24.422,43122,43434,3,8
11449,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_192,move foil,00:14:28.672,43334,43524,11,123
11450,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_193,close drawer,00:14:30.470,43424,43609,4,8
11451,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_194,move bowl,00:14:32.164,43509,43772,11,7
11452,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_195,open drawer,00:14:35.422,43672,43934,3,8
11453,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_196,pick up can opener,00:14:38.664,43834,44034,0,174
11454,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_197,pick up can,00:14:40.666,43934,44171,0,61
11455,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_198,open drawer,00:14:43.417,44071,44259,3,8
11456,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_199,put down can opener,00:14:45.165,44159,44284,1,174
11457,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_200,close drawer,00:14:45.674,44184,44335,4,8
11458,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_201,shake can,00:14:46.683,44235,44409,15,61
11459,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_202,open can,00:14:48.162,44309,44572,3,61
11460,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_203,pour beans into colander,00:14:51.420,44472,44934,9,214
11461,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_204,put down can,00:14:58.673,44834,45084,1,61
11462,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_205,pick up can,00:15:01.670,44984,45159,0,61
11463,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_206,shake can,00:15:03.171,45059,45234,15,61
11464,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_207,open can,00:15:04.665,45134,45734,3,61
11465,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_208,pour beans into colander,00:15:14.675,45634,45972,9,214
11466,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_209,put down can,00:15:19.425,45872,46036,1,61
11467,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_210,pick up colander,00:15:20.702,45936,46047,0,39
11468,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_211,shake colander,00:15:20.928,45947,46184,15,39
11469,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_212,move plug,00:15:23.667,46084,46235,11,153
11470,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_213,turn on tap,00:15:24.685,46135,46446,6,0
11471,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_214,shake colander,00:15:28.905,46346,46596,15,39
11472,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_215,adjust tap,00:15:31.904,46496,46684,17,0
11473,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_216,turn off tap,00:15:33.661,46584,46696,8,0
11474,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_217,shake colander,00:15:33.917,46596,46946,15,39
11475,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_218,pour beans into pan,00:15:38.904,46846,47109,9,214
11476,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_219,stir pan,00:15:42.165,47009,47472,10,5
11477,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_220,put colander in sink,00:15:49.422,47372,47558,5,39
11478,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_221,stir pan,00:15:51.158,47458,48146,10,5
11479,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_222,put spoon,00:16:02.914,48046,48334,1,1
11480,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_223,pick up chocolate,00:16:06.669,48234,48584,0,188
11481,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_224,break chocolate,00:16:11.679,48484,48647,30,188
11482,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_225,put chocolate in pan,00:16:12.939,48547,48884,5,188
11483,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_226,break chocolate,00:16:17.674,48784,49071,30,188
11484,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_227,break chocolate,00:16:21.410,48971,49134,30,188
11485,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_228,put chocolate in pan,00:16:22.668,49034,49572,5,188
11486,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_229,pick up chocolate,00:16:31.423,49472,49734,0,188
11487,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_230,put chocolate down,00:16:34.678,49634,49946,1,188
11488,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_231,stir pan,00:16:38.916,49846,50246,10,5
11489,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_232,open cupboard,00:16:44.913,50146,50446,3,3
11490,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_233,pick out tub,00:16:48.918,50346,50509,12,23
11491,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_234,put down tub,00:16:50.175,50409,50609,1,23
11492,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_235,pick up spices,00:16:52.174,50509,50748,0,85
11493,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_236,look at spices,00:16:54.948,50648,50822,38,85
11494,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_237,open pot,00:16:56.423,50722,50909,3,29
11495,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_238,put down lid,00:16:58.178,50809,51059,1,6
11496,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_239,pour spice into hand,00:17:01.164,50959,51258,9,85
11497,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_240,put spice in pan,00:17:05.157,51158,51397,5,85
11498,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_241,put lid on jar,00:17:07.921,51297,51522,1,6
11499,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_242,pick up stock,00:17:10.430,51422,51972,0,95
11500,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_243,put stock in cupboard,00:17:19.427,51872,52071,5,95
11501,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_244,open pot,00:17:21.418,51971,52309,3,29
11502,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_245,open bag,00:17:26.166,52209,52535,3,19
11503,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_246,pour spice into pan,00:17:30.680,52435,52784,9,85
11504,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_247,close bag,00:17:35.669,52684,52884,4,19
11505,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_248,put bag in pot,00:17:37.671,52784,52947,5,19
11506,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_249,put lid on pot,00:17:38.926,52847,53011,1,6
11507,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_250,stir pan,00:17:40.204,52911,53959,10,5
11508,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_251,pick up can,00:17:59.174,53859,54096,0,61
11509,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_252,put down can,00:18:01.901,53996,54196,1,61
11510,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_253,pick up lid,00:18:03.904,54096,54283,0,6
11511,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_254,put lids in cans,00:18:05.655,54183,54383,5,6
11512,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_255,pick up stock cube,00:18:07.652,54283,54471,0,95
11513,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_256,unwrap stock cube,00:18:09.402,54371,54910,84,95
11514,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_257,pick up chopped tomatoes,00:18:18.198,54810,54958,0,43
11515,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_258,shake can,00:18:19.155,54858,55021,15,61
11516,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_259,open can,00:18:20.404,54921,55208,3,61
11517,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_260,pour chopped tomatoes into pan,00:18:24.155,55108,55460,9,43
11518,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_261,close can,00:18:29.192,55360,55583,4,61
11519,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_262,stir pan,00:18:31.657,55483,56084,10,5
11520,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_263,pick up stock cube,00:18:41.665,55984,56184,0,95
11521,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_264,unwrap stock cube,00:18:43.664,56084,56521,84,95
11522,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_265,pick up knife,00:18:50.410,56421,56636,0,4
11523,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_266,chop stock cube,00:18:52.703,56536,57034,7,95
11524,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_267,pick up chopping board,00:19:00.663,56934,57133,0,18
11525,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_268,scrape stock cubes into pan,00:19:02.652,57033,57258,25,95
11526,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_269,put down chopping board and knife,00:19:05.155,57158,57308,1,18
11527,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_270,stir pan,00:19:06.150,57208,58146,10,5
11528,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_271,pick up lid,00:19:22.904,58046,58271,0,6
11529,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_272,put lid on pan,00:19:25.404,58171,58386,1,6
11530,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_273,adjust hob,00:19:27.701,58286,58483,17,24
11531,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_274,put down spoon,00:19:29.651,58383,58683,1,1
11532,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_275,pick up sweet potato,00:19:33.654,58583,58758,0,30
11533,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_276,pick up can,00:19:35.152,58658,58821,0,61
11534,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_277,put down can,00:19:36.401,58721,58849,1,61
11535,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_278,pick up knife,00:19:36.972,58749,58958,0,4
11536,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_279,chop sweet potato,00:19:39.152,58858,61258,7,30
11537,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_280,turn on oven,00:20:25.155,61158,62449,6,46
11538,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_281,open oven,00:20:48.975,62349,62621,3,46
11539,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_282,take out tray,00:20:52.405,62521,63288,12,35
11540,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_283,close oven,00:21:05.740,63188,63371,4,46
11541,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_284,put down tray,00:21:07.403,63271,63446,1,35
11542,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_285,pick up knife,00:21:08.906,63346,63533,0,4
11543,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_286,scrape chopping board,00:21:10.654,63433,63608,25,18
11544,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_287,chop sweet potato,00:21:12.155,63508,64924,7,30
11545,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_288,scrape chopping board,00:21:38.477,64824,65046,25,18
11546,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_289,chop sweet potato,00:21:40.904,64946,65221,7,30
11547,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_290,pick up sweet potato,00:21:44.407,65121,65296,0,30
11548,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_291,chop sweet potato,00:21:45.904,65196,67862,7,30
11549,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_292,scrape chopping board,00:22:37.237,67762,68033,25,18
11550,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_293,chop sweet potato,00:22:40.653,67933,69525,7,30
11551,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_294,scrape chopping board,00:23:10.489,69425,69571,25,18
11552,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_295,pick up chopping board,00:23:11.404,69471,69761,0,18
11553,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_296,put down chopping board,00:23:15.213,69661,69887,1,18
11554,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_297,open cupboard,00:23:17.736,69787,70186,3,3
11555,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_298,pick up lid,00:23:23.718,70086,70474,0,6
11556,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_299,pick up pan,00:23:29.466,70374,70633,0,5
11557,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_300,close cupboard,00:23:32.655,70533,70871,4,3
11558,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_301,put down pan,00:23:37.406,70771,70908,1,5
11559,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_302,put down lid,00:23:38.154,70808,71033,1,6
11560,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_303,pick up knife,00:23:40.655,70933,71146,0,4
11561,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_304,chop sweet potato,00:23:42.905,71046,72058,7,30
11562,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_305,put sweet potato in pan,00:24:01.155,71958,72121,5,30
11563,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_306,chop sweet potato,00:24:02.406,72021,72571,7,30
11564,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_307,put sweet potato in pan,00:24:11.407,72471,72699,5,30
11565,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_308,chop sweet potato,00:24:13.971,72599,73458,7,30
11566,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_309,put sweet potato in pan,00:24:29.153,73358,73608,5,30
11567,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_310,chop sweet potato,00:24:32.154,73508,74062,7,30
11568,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_311,put sweet potato in pan,00:24:41.222,73962,74358,5,30
11569,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_312,chop sweet potato,00:24:47.155,74258,74959,7,30
11570,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_314,cut sweet potato,00:24:59.162,74859,75346,7,30
11571,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_315,put sweet potato in pan,00:25:06.904,75246,75546,5,30
11572,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_316,chop sweet potato,00:25:10.906,75446,75938,7,30
11573,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_317,put sweet potato in pan,00:25:18.740,75838,76084,5,30
11574,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_318,chop sweet potato,00:25:21.662,75984,76421,7,30
11575,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_319,put sweet potato in pan,00:25:28.405,76321,76471,5,30
11576,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_320,put down knife,00:25:29.403,76371,76533,1,4
11577,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_321,pick up spice,00:25:30.659,76433,76684,0,85
11578,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_322,pour spice into hand,00:25:33.660,76584,76921,9,85
11579,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_323,put spice in pan,00:25:38.412,76821,77071,5,85
11580,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_324,put lid on spice,00:25:41.411,76971,77212,1,6
11581,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_325,pick up packet,00:25:44.238,77112,77359,0,26
11582,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_326,pour packet into pan,00:25:47.164,77259,77700,9,26
11583,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_327,roll up bag,00:25:53.985,77600,77787,36,19
11584,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_328,put bag in pot,00:25:55.723,77687,78034,5,19
11585,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_329,close pot,00:26:00.660,77934,78074,4,29
11586,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_330,pick up salt,00:26:01.476,77974,78108,0,38
11587,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_331,pour salt into hand,00:26:02.153,78008,78396,9,38
11588,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_332,pour salt in pan,00:26:07.912,78296,78708,9,38
11589,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_333,open cupboard,00:26:14.153,78608,78796,3,3
11590,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_334,cut pepper,00:26:15.905,78696,78983,7,37
11591,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_335,put pepper in pan,00:26:19.655,78883,79096,5,37
11592,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_336,put lid on pepper,00:26:21.909,78996,79208,1,6
11593,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_337,put pepper in cupboard,00:26:24.154,79108,79271,5,37
11594,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_338,close cupboard,00:26:25.410,79171,79396,4,3
11595,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_339,pick up oil,00:26:27.903,79296,79412,0,31
11596,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_340,open oil,00:26:28.222,79312,79459,3,31
11597,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_341,pour oil into pan,00:26:29.161,79359,79634,9,31
11598,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_342,put lid on oil,00:26:32.661,79534,79758,1,6
11599,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_343,put down oil,00:26:35.155,79658,79859,1,31
11600,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_344,mix ingredients in pan,00:26:37.164,79759,81037,10,34
11601,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_345,pick up lid,00:27:00.728,80937,81096,0,6
11602,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_346,put lid on pan,00:27:01.904,80996,81159,1,6
11603,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_347,open oven,00:27:03.164,81059,81233,3,46
11604,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_348,pick up pan,00:27:04.655,81133,81333,0,5
11605,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_349,put pan in oven,00:27:06.657,81233,81483,5,5
11606,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_350,close oven,00:27:09.653,81383,81624,4,46
11607,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_351,turn on tap,00:27:12.474,81524,81746,6,0
11608,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_352,wash hands,00:27:14.909,81646,81959,2,11
11609,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_353,pick up washing up liquid,00:27:19.160,81859,82021,0,22
11610,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_354,pour washing up liquid into hand,00:27:20.406,81921,82074,9,22
11611,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_355,wash hands,00:27:21.476,81974,82487,2,11
11612,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_356,turn off tap,00:27:29.727,82387,82546,8,0
11613,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_357,shake hands,00:27:30.905,82446,82671,15,11
11614,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_358,pick up spoon,00:27:33.405,82571,82759,0,1
11615,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_359,take lid off pan,00:27:35.163,82659,82833,12,6
11616,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_360,stir pan,00:27:36.652,82733,83621,10,5
11617,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_361,put lid on pan,00:27:52.410,83521,83696,1,6
11618,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_362,taste spoon,00:27:53.904,83596,83808,35,1
11619,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_363,put spoon down,00:27:56.154,83708,84011,1,1
11620,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_364,pick up can,00:28:00.216,83911,84183,0,61
11621,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_365,open fridge,00:28:03.654,84083,84271,3,12
11622,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_366,put can in fridge,00:28:05.409,84171,84346,5,12
11623,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_367,close fridge,00:28:06.910,84246,84708,4,12
11624,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_368,pick up colander,00:28:14.155,84608,84721,0,39
11625,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_369,turn on tap,00:28:14.413,84621,84796,6,0
11626,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_370,wash colander,00:28:15.913,84696,85085,2,39
11627,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_371,turn off tap,00:28:21.698,84985,85124,8,0
11628,P06_101,../2g1n6qdydwa9u22shpxqzp0t8m/P06,P06_101_372,put colander in drying rack,00:28:22.477,85024,85183,5,39
